,SEGMENTID,ONSTREETNAME,WORK_START_DATE,WORK_END_DATE,BOROUGH_CODE
1064,101839,248 street,2017-10-20 14:58:17,2018-01-01 23:58:59,Q
1065,43083,sterling place,2018-02-24 00:00:00,2018-02-26 23:58:59,B
1066,43083,sterling place,2018-02-24 00:00:00,2018-02-26 23:58:59,B
1067,102673,commonwealth boulevard,2017-10-20 14:58:11,2018-01-01 23:58:59,Q
1068,168131,van siclen avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1069,19475,16 avenue,2018-04-12 00:00:00,2018-04-17 23:59:59,B
1070,13204,douglas road,2018-02-20 00:00:00,2018-03-22 23:58:59,S
1071,168132,van siclen avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1072,168134,van siclen avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1073,168167,van siclen avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1074,103238,264 street,2017-10-23 09:27:55,2018-01-01 23:58:59,Q
1075,116357,andrews avenue,2017-10-16 06:54:30,2018-01-10 23:59:59,X
1076,162274,st marks place,2018-01-09 10:21:33,2018-01-30 23:58:59,B
1077,19595,16 avenue,2018-04-12 00:00:00,2018-04-17 23:59:59,B
1078,168461,van siclen avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1079,172622,38 street,2017-10-24 10:37:23,2018-01-01 23:58:59,Q
1080,161747,39 street,2017-12-26 00:00:00,2018-01-22 23:58:59,B
1081,47362,van sinderen avenue,2018-02-01 00:00:00,2018-03-10 23:58:59,B
1082,168462,van siclen avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1083,286462,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1084,132174,50 street,2018-01-04 00:00:00,2018-03-11 23:58:59,Q
1085,132175,50 street,2018-01-04 00:00:00,2018-03-11 23:58:59,Q
1086,132176,50 street,2018-01-04 00:00:00,2018-03-11 23:58:59,Q
1087,162275,st marks place,2018-01-09 10:21:33,2018-01-30 23:58:59,B
1088,168463,van siclen avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1089,166019,east 78 street,2018-07-12 00:00:00,2018-07-17 23:58:59,M
1090,48458,crescent street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1091,48458,crescent street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1092,48458,crescent street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1093,19617,15 avenue,2018-09-24 00:00:00,2018-10-01 23:59:59,B
1094,110819,harold street,2017-10-19 14:49:00,2018-01-01 23:58:59,S
1095,110834,portage avenue,2017-10-19 14:52:23,2018-01-01 23:58:59,S
1096,48459,adler place,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1097,55043,121 street,2018-02-08 00:00:00,2018-02-13 23:58:59,Q
1098,48459,adler place,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1099,48463,campus place,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1100,48463,campus place,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1101,48479,crescent street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1102,48479,crescent street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1103,48479,crescent street,2018-02-02 00:00:00,2018-02-26 23:58:59,B
1104,19619,15 avenue,2018-09-24 00:00:00,2018-10-01 23:59:59,B
1105,164229,wooster street,2018-01-20 00:00:00,2018-01-29 23:58:59,M
1106,164229,wooster street,2018-01-20 00:00:00,2018-01-29 23:58:59,M
1107,169072,95 avenue,2018-05-07 09:55:19,2018-06-08 23:59:59,Q
1108,286463,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1109,166019,east 78 street,2018-07-12 00:00:00,2018-07-17 23:58:59,M
1110,161747,39 street,2017-12-26 00:00:00,2018-01-22 23:58:59,B
1111,53820,holland avenue,2018-01-17 09:01:26,2018-03-01 23:58:59,Q
1112,160196,newark avenue,2017-12-27 06:10:41,2018-01-10 23:58:59,S
1113,160196,newark avenue,2017-12-27 06:10:41,2018-01-10 23:58:59,S
1114,160197,newark avenue,2017-12-27 06:10:39,2018-01-10 23:58:59,S
1115,19621,15 avenue,2018-09-24 00:00:00,2018-10-01 23:59:59,B
1116,19623,15 avenue,2018-09-24 00:00:00,2018-10-01 23:59:59,B
1117,163660,east 15 street,2018-07-13 00:00:00,2018-07-17 23:59:59,B
1118,163660,east 15 street,2018-07-13 00:00:00,2018-07-20 23:59:59,B
1119,161748,39 street,2017-12-26 00:00:00,2018-01-22 23:58:59,B
1120,161749,39 street,2017-12-26 00:00:00,2018-01-22 23:58:59,B
1121,166019,east 78 street,2018-07-12 00:00:00,2018-07-17 23:58:59,M
1122,166020,east 78 street,2018-07-12 00:00:00,2018-07-17 23:58:59,M
1123,164536,west 20 street,2018-01-06 00:00:00,2018-01-08 23:58:59,M
1124,60234,91 avenue,2018-02-22 00:00:00,2018-02-28 23:58:59,Q
1125,164252,mott street,2018-01-13 00:00:00,2018-01-22 23:58:59,M
1126,164253,mott street,2018-01-13 00:00:00,2018-01-22 23:58:59,M
1127,172623,38 street,2017-10-24 10:37:24,2018-01-01 23:58:59,Q
1128,171777,233 street,2017-12-18 09:46:53,2018-01-17 23:58:59,Q
1129,166020,east 78 street,2018-07-12 00:00:00,2018-07-17 23:58:59,M
1130,166020,east 78 street,2018-07-12 00:00:00,2018-07-17 23:58:59,M
1131,163687,pacific street,2018-07-06 00:00:00,2018-07-10 23:59:59,B
1132,163688,pacific street,2018-07-06 00:00:00,2018-07-10 23:59:59,B
1133,128578,grove street,2017-10-31 08:16:34,2018-01-01 23:58:59,B
1134,175855,east burnside avenue,2017-11-28 00:00:00,2018-01-01 23:58:59,X
1135,175855,east burnside avenue,2017-11-28 00:00:00,2018-01-01 23:58:59,X
1136,180906,48 avenue,2017-10-20 09:58:37,2018-01-01 23:58:59,Q
1137,181066,50 avenue,2017-10-20 09:58:35,2018-01-01 23:58:59,Q
1138,132670,east kingsbridge road,2017-10-20 14:17:03,2018-01-17 23:59:59,X
1139,132746,east kingsbridge road,2017-10-20 14:17:03,2018-01-17 23:59:59,X
1140,164730,west 49 street,2018-01-15 11:55:47,2018-01-29 23:58:59,M
1141,68498,26 avenue,2017-11-14 23:34:20,2018-02-12 23:58:59,Q
1142,273579,park row,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1143,19750,15 avenue,2018-09-24 00:00:00,2018-10-01 23:59:59,B
1144,164461,east 26 street,2018-01-20 00:00:00,2018-01-22 23:58:59,M
1145,292665,graham avenue,2018-01-05 00:00:00,2018-02-05 23:58:59,B
1146,65375,221 street,2018-01-01 00:00:00,2018-03-02 23:58:59,Q
1147,15578,colton street,2017-10-27 08:21:39,2018-01-01 23:58:59,S
1148,15598,colton street,2017-10-27 08:21:38,2018-01-01 23:58:59,S
1149,181117,213 street,2017-10-23 08:22:52,2018-01-01 23:58:59,Q
1150,181130,213 street,2017-10-23 08:22:59,2018-01-01 23:58:59,Q
1151,19752,15 avenue,2018-09-24 00:00:00,2018-10-01 23:59:59,B
1152,273593,park row,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1153,273596,park row,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1154,19756,15 avenue,2018-09-24 00:00:00,2018-10-01 23:59:59,B
1155,164731,west 49 street,2018-01-15 11:55:48,2018-01-29 23:58:59,M
1156,169443,park lane south,2018-05-07 09:08:11,2018-06-08 23:59:59,Q
1157,16295,sherman avenue,2018-07-11 12:12:44,2018-08-13 23:59:59,S
1158,192287,nevins street,2018-01-03 00:00:00,2018-04-01 23:58:59,B
1159,166007,east 77 street,2018-07-06 08:51:40,2018-07-22 23:58:59,M
1160,166007,east 77 street,2018-07-06 08:51:41,2018-07-22 23:58:59,M
1161,184553,innis street,2017-12-29 00:00:00,2018-03-29 23:58:59,S
1162,186802,ursina road,2017-11-23 00:00:00,2018-01-01 23:58:59,Q
1163,292672,graham avenue,2018-01-05 00:00:00,2018-02-05 23:58:59,B
1164,113578,east kingsbridge road,2017-10-20 14:17:03,2018-01-17 23:59:59,X
1165,164620,west 40 street,2018-09-08 00:00:00,2018-09-10 23:58:59,M
1166,164813,west 61 street,2018-01-13 00:00:00,2018-01-22 23:58:59,M
1167,164621,west 40 street,2018-09-08 00:00:00,2018-09-10 23:58:59,M
1168,164342,suffolk street,2018-10-28 00:00:00,2018-11-30 23:58:59,M
1169,165907,west 87 street,2018-01-06 00:00:00,2018-01-29 23:58:59,M
1170,165907,west 87 street,2018-01-06 00:00:00,2018-01-29 23:58:59,M
1171,166345,west 129 street,2018-07-02 12:56:11,2018-08-08 23:58:59,M
1172,19057,83 street,2018-06-04 00:00:00,2018-06-09 23:58:59,B
1173,284700,front street,2018-03-24 00:00:00,2018-04-02 23:58:59,M
1174,165477,east 59 street,2018-01-13 00:00:00,2018-01-22 23:58:59,M
1175,218114,newark avenue,2017-12-27 06:10:39,2018-01-10 23:58:59,S
1176,218114,newark avenue,2017-12-27 06:10:40,2018-01-10 23:58:59,S
1177,218114,newark avenue,2017-12-27 06:10:42,2018-01-10 23:58:59,S
1178,101762,248 street,2017-10-18 09:36:44,2018-01-01 23:58:59,Q
1179,101825,248 street,2017-10-18 09:08:37,2018-01-01 23:58:59,Q
1180,175216,34 avenue,2018-08-01 00:00:00,2018-08-31 23:59:59,Q
1181,101826,248 street,2017-10-18 09:08:38,2018-01-01 23:58:59,Q
1182,101839,248 street,2017-10-18 09:36:48,2018-01-01 23:58:59,Q
1183,162799,plymouth street,2018-06-16 00:00:00,2018-07-02 23:58:59,B
1184,288516,white street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1185,179650,layton avenue,2018-03-21 00:00:00,2018-06-18 23:59:59,X
1186,288517,white street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1187,179651,layton avenue,2018-03-21 00:00:00,2018-06-18 23:59:59,X
1188,179652,layton avenue,2018-03-21 00:00:00,2018-06-18 23:59:59,X
1189,162799,plymouth street,2018-06-16 00:00:00,2018-07-02 23:58:59,B
1190,162799,plymouth street,2018-06-16 00:00:00,2018-07-02 23:58:59,B
1191,166123,east 104 street,2018-01-02 13:27:47,2018-01-20 23:58:59,M
1192,162802,plymouth street,2018-06-16 00:00:00,2018-07-02 23:58:59,B
1193,29407,crown street,2018-04-02 00:00:00,2018-04-07 23:58:59,B
1194,29407,crown street,2018-04-02 00:00:00,2018-04-07 23:58:59,B
1195,29407,crown street,2018-04-02 00:00:00,2018-04-07 23:58:59,B
1196,162803,plymouth street,2018-06-16 00:00:00,2018-07-02 23:58:59,B
1197,162803,plymouth street,2018-06-16 00:00:00,2018-07-02 23:58:59,B
1198,162803,plymouth street,2018-06-16 00:00:00,2018-07-02 23:58:59,B
1199,184485,waterside parkway,2018-08-06 09:29:02,2018-09-03 23:58:59,S
1200,166344,west 129 street,2018-01-08 09:31:53,2018-04-08 23:58:59,M
1201,166344,west 129 street,2018-01-08 09:31:54,2018-04-08 23:58:59,M
1202,166147,east 82 street,2017-10-16 14:26:53,2018-01-01 23:58:59,M
1203,109985,248 street,2017-10-18 09:36:43,2018-01-01 23:58:59,Q
1204,109986,248 street,2017-10-18 09:36:43,2018-01-01 23:58:59,Q
1205,13903,lafayette avenue,2018-03-26 00:00:00,2018-06-24 23:58:59,S
1206,184486,waterside parkway,2018-08-06 09:29:02,2018-09-03 23:58:59,S
1207,257199,newark avenue,2017-12-27 06:10:44,2018-01-10 23:58:59,S
1208,164831,west 59 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1209,164832,west 59 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1210,164832,west 59 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1211,166344,west 129 street,2018-07-09 00:00:00,2018-10-07 23:58:59,M
1212,194064,van buren street,2018-04-23 00:00:00,2018-07-21 23:58:59,S
1213,257200,newark avenue,2017-12-27 06:10:44,2018-01-10 23:58:59,S
1214,257200,newark avenue,2017-12-27 06:10:45,2018-01-10 23:58:59,S
1215,102669,commonwealth boulevard,2017-10-20 14:58:11,2018-01-01 23:58:59,Q
1216,194068,fillmore street,2018-04-23 00:00:00,2018-07-21 23:58:59,S
1217,31820,lispenard street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1218,33092,avenue b,2018-03-03 00:00:00,2018-03-12 23:58:59,M
1219,77422,rev james polite avenue,2018-01-20 00:00:00,2018-02-02 23:58:59,X
1220,77422,rev james polite avenue,2018-01-20 00:00:00,2018-02-02 23:58:59,X
1221,164832,west 59 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1222,33663,west 33 street,2018-02-23 00:00:00,2018-03-12 23:58:59,M
1223,103245,264 street,2017-10-23 09:27:53,2018-01-01 23:58:59,Q
1224,106783,221 street,2017-10-26 11:13:26,2018-01-01 23:58:59,Q
1225,146643,27 street,2018-04-03 00:00:00,2018-04-04 23:59:59,B
1226,33805,west 28 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1227,33805,west 28 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1228,111553,andrews avenue,2017-10-16 06:54:33,2018-01-10 23:59:59,X
1229,111575,andrews avenue,2017-10-16 06:54:33,2018-01-10 23:59:59,X
1230,162274,st marks place,2017-12-02 00:00:00,2018-01-01 23:58:59,B
1231,33805,west 28 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1232,31306,vernon avenue,2018-03-29 00:00:00,2018-03-31 23:58:59,B
1233,162275,st marks place,2017-12-02 00:00:00,2018-01-01 23:58:59,B
1234,162957,fleet street,2017-11-11 00:00:00,2018-01-01 23:58:59,B
1235,31306,vernon avenue,2018-03-29 00:00:00,2018-03-31 23:58:59,B
1236,34042,west 37 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1237,146645,27 street,2018-04-03 00:00:00,2018-04-04 23:59:59,B
1238,184553,innis street,2017-12-29 00:00:00,2018-03-29 23:58:59,S
1239,184914,fr capodanno boulevard,2018-01-20 00:00:00,2018-01-22 23:58:59,S
1240,162957,fleet street,2017-11-11 00:00:00,2018-01-01 23:58:59,B
1241,162958,fleet street,2017-11-11 00:00:00,2018-01-01 23:58:59,B
1242,24408,duffield street,2017-11-13 00:00:00,2018-01-01 23:58:59,B
1243,24408,duffield street,2017-11-13 00:00:00,2018-01-01 23:58:59,B
1244,78426,east 178 street,2018-02-02 00:00:00,2018-03-04 23:58:59,X
1245,34042,west 37 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1246,34042,west 37 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1247,34118,west 58 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1248,162958,fleet street,2017-11-11 00:00:00,2018-01-01 23:58:59,B
1249,257193,richmond terrace,2017-11-02 00:00:00,2018-01-31 23:58:59,S
1250,164833,west 59 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1251,34118,west 58 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1252,9001966,timpson place,2018-01-26 00:00:00,2018-02-26 23:58:59,X
1253,174947,51 avenue,2018-05-01 00:00:00,2018-06-01 23:59:59,Q
1254,103173,263 street,2017-10-23 09:27:45,2018-01-01 23:58:59,Q
1255,114092,208 street,2017-11-01 00:00:00,2018-01-01 23:58:59,Q
1256,262246,leonard street,2017-12-20 00:00:00,2018-03-20 23:58:59,M
1257,31356,broadway,2018-01-05 00:00:00,2018-02-05 23:58:59,B
1258,9003011,west 93 street,2018-02-24 00:00:00,2018-03-05 23:58:59,M
1259,162960,fleet street,2018-04-03 10:51:04,2018-07-02 23:58:59,B
1260,195881,maguire avenue,2018-04-18 10:11:06,2018-05-01 23:58:59,S
1261,31936,st lukes place,2018-03-08 08:09:21,2018-04-07 23:58:59,M
1262,164833,west 59 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1263,9003011,west 93 street,2018-02-24 00:00:00,2018-03-05 23:58:59,M
1264,9003011,west 93 street,2018-02-24 00:00:00,2018-03-05 23:58:59,M
1265,146646,27 street,2018-04-03 00:00:00,2018-04-04 23:59:59,B
1266,31367,manhattan avenue,2018-01-05 00:00:00,2018-02-05 23:58:59,B
1267,21071,49 street,2018-01-13 00:00:00,2018-01-22 23:58:59,B
1268,34118,west 58 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1269,22993,state street,2018-04-12 00:00:00,2018-04-17 23:59:59,M
1270,164833,west 59 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1271,22997,state street,2018-04-12 00:00:00,2018-04-17 23:59:59,M
1272,36567,east 68 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1273,36567,east 68 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1274,27130,chestnut avenue,2017-12-23 00:00:00,2018-01-05 23:58:59,B
1275,27132,locust avenue,2017-12-23 00:00:00,2018-01-05 23:58:59,B
1276,27132,locust avenue,2017-12-23 00:00:00,2018-01-05 23:58:59,B
1277,27132,locust avenue,2017-12-23 00:00:00,2018-01-05 23:58:59,B
1278,27132,locust avenue,2017-12-23 00:00:00,2018-01-05 23:58:59,B
1279,36567,east 68 street,2018-03-10 00:00:00,2018-03-12 23:58:59,M
1280,165464,east 55 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1281,165465,east 55 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1282,165465,east 55 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1283,165465,east 55 street,2018-08-25 00:00:00,2018-09-10 23:58:59,M
1284,229554,centre street,2018-03-14 10:06:39,2018-06-04 23:58:59,M
1285,229555,centre street,2018-03-14 10:06:39,2018-06-04 23:58:59,M
1286,20808,56 street,2018-04-01 00:00:00,2018-05-01 23:58:59,B
1287,20808,56 street,2018-04-01 00:00:00,2018-05-01 23:58:59,B
1288,163265,lancaster avenue,2018-07-03 00:00:00,2018-07-09 23:59:59,B
1289,216048,104 street,2018-05-07 09:22:42,2018-06-08 23:59:59,Q
1290,13206,douglas road,2018-02-19 00:00:00,2018-03-21 23:58:59,S
1291,23158,exchange place,2018-05-21 00:00:00,2018-06-04 23:58:59,M
1292,216049,104 street,2018-05-07 09:22:42,2018-06-08 23:59:59,Q
1293,115013,sea gate road,2017-12-11 07:47:46,2018-01-08 23:58:59,S
1294,115018,sea gate road,2017-12-11 07:47:46,2018-01-08 23:58:59,S
1295,174945,51 avenue,2018-05-01 00:00:00,2018-06-01 23:59:59,Q
1296,162274,st marks place,2018-01-30 00:00:00,2018-03-01 23:58:59,B
1297,23862,clark street,2018-01-19 00:00:00,2018-01-24 23:58:59,B
1298,284570,towers lane,2017-12-14 00:00:00,2018-01-13 23:58:59,S
1299,13214,douglas road,2018-02-19 00:00:00,2018-03-21 23:58:59,S
1300,13206,douglas road,2018-02-20 00:00:00,2018-03-22 23:58:59,S
1301,10347,prospect place,2018-02-12 08:23:10,2018-05-11 23:58:59,S
1302,216049,104 street,2018-05-07 09:22:42,2018-06-08 23:59:59,Q
1303,216152,104 street,2018-05-07 09:22:46,2018-06-08 23:59:59,Q
1304,11085,nugent avenue,2018-02-15 00:00:00,2018-02-17 23:58:59,S
1305,8160,portage avenue,2017-10-19 14:52:30,2018-01-01 23:58:59,S
1306,132178,50 street,2017-12-10 00:00:00,2018-01-04 23:58:59,Q
1307,53724,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1308,53727,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1309,23188,liberty street,2018-05-06 00:00:00,2018-06-04 23:58:59,M
1310,126712,harborview place,2017-12-22 00:00:00,2018-01-21 23:58:59,S
1311,126713,harborview place,2017-12-22 00:00:00,2018-01-21 23:58:59,S
1312,129284,irwin place,2017-11-29 00:00:00,2018-01-01 23:58:59,Q
1313,23188,liberty street,2018-05-06 00:00:00,2018-06-04 23:58:59,M
1314,23188,liberty street,2018-05-06 00:00:00,2018-06-04 23:58:59,M
1315,53740,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1316,113598,east 195 street,2018-02-11 00:00:00,2018-03-13 23:58:59,X
1317,112293,coverly avenue,2018-02-02 14:29:33,2018-03-03 23:58:59,S
1318,129285,irwin place,2017-11-29 00:00:00,2018-01-01 23:58:59,Q
1319,129287,irwin place,2017-11-29 00:00:00,2018-01-01 23:58:59,Q
1320,129715,44 street,2017-11-16 10:34:34,2018-01-01 23:58:59,Q
1321,35807,east 46 street,2018-01-06 00:00:00,2018-01-15 23:58:59,M
1322,32055,white street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1323,23188,liberty street,2018-05-06 00:00:00,2018-06-04 23:58:59,M
1324,53742,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1325,53744,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1326,128858,77 street,2018-02-12 06:43:45,2018-03-15 23:58:59,Q
1327,128859,77 street,2018-02-12 06:43:45,2018-03-15 23:58:59,Q
1328,35807,east 46 street,2018-01-06 00:00:00,2018-01-15 23:58:59,M
1329,35807,east 46 street,2018-01-06 00:00:00,2018-01-15 23:58:59,M
1330,132172,50 street,2017-12-10 00:00:00,2018-01-04 23:58:59,Q
1331,132173,50 street,2017-12-10 00:00:00,2018-01-04 23:58:59,Q
1332,53747,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1333,53761,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1334,53761,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1335,53761,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1336,286658,amstel boulevard,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
1337,286659,amstel boulevard,2018-01-05 00:00:00,2018-01-08 23:58:59,Q
1338,161747,39 street,2017-12-26 00:00:00,2018-01-22 23:58:59,B
1339,24186,livingston street,2018-01-20 00:00:00,2018-01-29 23:58:59,B
1340,106954,west 177 street,2017-10-10 15:04:23,2018-01-07 23:59:59,X
1341,24186,livingston street,2018-01-20 00:00:00,2018-01-29 23:58:59,B
1342,53764,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1343,23188,liberty street,2018-05-06 00:00:00,2018-06-04 23:58:59,M
1344,54180,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1345,107590,clearview expressway,2017-10-23 08:23:03,2018-01-01 23:58:59,Q
1346,107691,commonwealth boulevard,2017-10-23 09:27:56,2018-01-01 23:58:59,Q
1347,54217,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1348,54814,116 street,2017-12-20 14:54:15,2018-01-19 23:58:59,Q
1349,54224,cross bay boulevard,2018-03-04 00:00:00,2018-03-12 23:58:59,Q
1350,110818,harold street,2017-10-19 14:48:59,2018-01-01 23:58:59,S
1351,166344,west 129 street,2017-11-15 14:13:50,2018-01-01 23:58:59,M
1352,186803,ursina road,2017-11-23 00:00:00,2018-01-01 23:58:59,Q
1353,32067,white street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1354,32072,walker street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1355,32076,walker street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1356,171029,leslie road,2017-11-29 00:00:00,2018-01-01 23:58:59,Q
1357,298354,east 178 street,2017-12-29 15:23:41,2018-01-01 23:58:59,X
1358,32079,walker street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1359,18370,west 25 street,2018-04-14 00:00:00,2018-04-23 23:58:59,B
1360,32081,lispenard street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1361,23188,liberty street,2018-05-06 00:00:00,2018-06-04 23:58:59,M
1362,23188,liberty street,2018-05-06 00:00:00,2018-06-04 23:58:59,M
1363,32087,walker street,2018-04-02 00:00:00,2018-04-06 23:59:59,M
1364,23188,liberty street,2018-05-06 00:00:00,2018-06-04 23:58:59,M
1365,9009515,east 92 street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
1366,298270,park avenue,2018-01-01 00:00:00,2018-02-02 23:58:59,X
1367,18894,benson avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1368,182496,commonwealth boulevard,2017-10-18 09:39:27,2018-01-01 23:58:59,Q
1369,18896,benson avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1370,18919,23 avenue,2018-05-07 00:00:00,2018-05-11 23:59:59,B
1371,68193,57 street,2018-01-05 00:00:00,2018-01-29 23:58:59,Q
1372,9009515,east 92 street,2018-02-10 00:00:00,2018-02-12 23:58:59,M
1373,298354,east 178 street,2018-01-01 00:00:00,2018-02-02 23:58:59,X
