,SEGMENTID,ONSTREETNAME,WORK_START_DATE,WORK_END_DATE,BOROUGH_CODE
21439,127485,tilden avenue,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21440,127486,tilden avenue,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21441,23326,fletcher street,2018-06-30 00:00:00,2018-09-28 23:58:59,M
21442,23326,fletcher street,2018-06-30 00:00:00,2018-09-28 23:58:59,M
21443,185358,richmond terrace,2018-07-25 00:00:00,2018-08-25 23:58:59,S
21444,185358,richmond terrace,2018-07-25 00:00:00,2018-08-25 23:58:59,S
21445,185358,richmond terrace,2018-07-25 07:19:53,2018-08-25 23:58:59,S
21446,129727,53 place,2018-12-03 00:00:00,2018-12-20 23:58:59,Q
21447,131691,141 street,2018-10-31 14:37:17,2018-12-31 23:59:59,Q
21448,186629,gold street,2018-06-29 14:02:25,2018-09-23 23:58:59,B
21449,186630,gold street,2018-06-29 14:02:25,2018-09-23 23:58:59,B
21450,159781,south avenue,2018-10-11 09:20:31,2018-10-31 23:59:59,S
21451,159781,south avenue,2018-10-11 09:20:32,2018-10-31 23:59:59,S
21452,159781,south avenue,2018-10-11 09:20:33,2018-10-31 23:59:59,S
21453,275638,irwin avenue,2018-07-09 06:19:16,2018-10-06 23:59:59,X
21454,86340,van nest avenue,2018-10-12 07:39:21,2019-01-09 23:59:59,X
21455,186929,85 street,2018-08-01 00:00:00,2018-08-31 23:59:59,Q
21456,186929,85 street,2018-08-01 00:00:00,2018-08-31 23:59:59,Q
21457,245170,fdr drive sb entrance e 34 st,2018-10-09 00:00:00,2018-10-13 23:58:59,M
21458,245170,fdr drive sb entrance e 34 st,2018-10-09 00:00:00,2018-10-13 23:58:59,M
21459,30780,south 4 street,2018-11-01 08:59:21,2019-01-24 23:58:59,B
21460,192372,roosevelt avenue,2018-07-27 00:00:00,2018-08-13 23:58:59,Q
21461,192372,roosevelt avenue,2018-07-27 00:00:00,2018-08-13 23:58:59,Q
21462,192372,roosevelt avenue,2018-07-27 00:00:00,2018-08-13 23:58:59,Q
21463,192372,roosevelt avenue,2018-07-27 00:00:00,2018-08-13 23:58:59,Q
21464,192373,roosevelt avenue,2018-07-27 00:00:00,2018-08-13 23:58:59,Q
21465,192373,roosevelt avenue,2018-07-27 00:00:00,2018-08-13 23:58:59,Q
21466,37137,west 88 street,2018-11-15 00:00:00,2018-11-17 23:58:59,M
21467,37137,west 88 street,2018-11-15 00:00:00,2018-11-17 23:58:59,M
21468,37137,west 88 street,2018-11-15 00:00:00,2018-11-17 23:58:59,M
21469,37207,west 81 street,2018-11-15 00:00:00,2018-11-17 23:58:59,M
21470,215852,exterior street,2018-06-30 00:00:00,2018-09-28 23:58:59,X
21471,217954,west 51 street,2018-08-11 00:00:00,2018-08-20 23:58:59,M
21472,217954,west 51 street,2018-08-11 00:00:00,2018-08-20 23:58:59,M
21473,37207,west 81 street,2018-11-15 00:00:00,2018-11-17 23:58:59,M
21474,37207,west 81 street,2018-11-15 00:00:00,2018-11-17 23:58:59,M
21475,131690,141 street,2018-10-31 14:37:17,2018-12-31 23:59:59,Q
21476,131690,141 street,2018-10-31 14:37:17,2018-12-31 23:59:59,Q
21477,166291,west 108 street,2018-10-30 15:49:34,2018-12-31 23:59:59,M
21478,166412,west 112 street,2018-10-30 15:09:41,2018-12-31 23:59:59,M
21479,131374,mickle avenue,2018-08-31 00:00:00,2018-11-29 23:58:59,X
21480,128795,norman street,2018-09-17 00:00:00,2018-12-14 23:59:59,Q
21481,217133,sweetbrook road,2018-07-03 09:42:21,2018-10-01 23:58:59,S
21482,28366,east 21 street,2018-09-21 18:07:43,2018-10-13 23:58:59,B
21483,217133,sweetbrook road,2018-08-08 14:28:10,2018-08-31 23:59:59,S
21484,217134,sweetbrook road,2018-08-08 14:28:10,2018-08-31 23:59:59,S
21485,236949,west 20 street,2018-09-29 00:00:00,2018-10-08 23:58:59,M
21486,36010,east 56 street,2018-09-29 00:00:00,2018-10-08 23:58:59,M
21487,216254,layton avenue,2018-06-11 00:00:00,2018-09-09 23:58:59,S
21488,162242,union street,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21489,162243,union street,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21490,162248,union street,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21491,162249,union street,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21492,168508,linwood street,2018-12-22 00:00:00,2018-12-23 23:58:59,B
21493,168508,linwood street,2018-12-22 00:00:00,2018-12-23 23:58:59,B
21494,168508,linwood street,2018-12-22 00:00:00,2018-12-23 23:58:59,B
21495,168509,linwood street,2018-12-22 00:00:00,2018-12-23 23:58:59,B
21496,137895,park row,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21497,137895,park row,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21498,137895,park row,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21499,168509,linwood street,2018-12-22 00:00:00,2018-12-23 23:58:59,B
21500,145262,allen street,2018-11-11 00:00:00,2018-11-12 23:58:59,M
21501,145262,allen street,2018-11-11 00:00:00,2018-11-12 23:58:59,M
21502,145262,allen street,2018-11-11 00:00:00,2018-11-12 23:58:59,M
21503,163230,avenue s,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21504,145262,allen street,2018-11-11 00:00:00,2018-11-12 23:58:59,M
21505,163232,avenue s,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21506,145263,allen street,2018-11-11 00:00:00,2018-11-12 23:58:59,M
21507,163233,avenue s,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21508,145263,allen street,2018-11-11 00:00:00,2018-11-12 23:58:59,M
21509,145263,allen street,2018-11-11 00:00:00,2018-11-12 23:58:59,M
21510,145263,allen street,2018-11-11 00:00:00,2018-11-12 23:58:59,M
21511,168810,vandalia avenue,2018-11-30 12:59:03,2018-12-30 23:58:59,B
21512,9007759,columbus avenue,2018-09-12 15:54:45,2018-10-12 23:59:59,M
21513,9007760,columbus avenue,2018-09-12 15:54:45,2018-10-12 23:59:59,M
21514,9007761,columbus avenue,2018-09-12 15:54:45,2018-10-12 23:59:59,M
21515,89403,east 242 street,2018-10-18 10:11:30,2019-01-15 23:59:59,X
21516,89405,east 242 street,2018-10-18 10:11:32,2019-01-15 23:59:59,X
21517,245170,fdr drive sb entrance e 34 st,2018-08-20 08:22:36,2018-09-02 23:58:59,M
21518,245170,fdr drive sb entrance e 34 st,2018-08-20 08:22:36,2018-09-02 23:58:59,M
21519,245170,fdr drive sb entrance e 34 st,2018-08-20 08:22:37,2018-09-02 23:58:59,M
21520,23147,old slip,2018-07-23 16:48:52,2018-08-12 23:58:59,M
21521,164615,11 avenue,2018-10-30 16:08:09,2018-12-31 23:59:59,M
21522,175860,east 179 street,2018-12-10 10:58:35,2019-01-01 23:58:59,X
21523,23338,dutch street,2018-08-10 00:00:00,2018-08-13 23:58:59,M
21524,23338,dutch street,2018-08-10 00:00:00,2018-08-13 23:58:59,M
21525,118493,mountainside road,2018-10-20 00:00:00,2018-11-19 23:58:59,S
21526,164342,suffolk street,2018-07-30 00:00:00,2018-10-28 23:58:59,M
21527,164344,suffolk street,2018-07-30 00:00:00,2018-10-28 23:58:59,M
21528,164344,suffolk street,2018-07-30 00:00:00,2018-10-28 23:58:59,M
21529,164344,suffolk street,2018-11-30 00:00:00,2019-02-28 23:58:59,M
21530,165567,east 70 street,2018-12-08 00:00:00,2018-12-10 23:58:59,M
21531,165568,east 70 street,2018-12-08 00:00:00,2018-12-10 23:58:59,M
21532,165568,east 70 street,2018-12-08 00:00:00,2018-12-10 23:58:59,M
21533,165568,east 70 street,2018-12-08 00:00:00,2018-12-10 23:58:59,M
21534,159859,south avenue,2018-09-10 00:00:00,2018-11-15 23:58:59,S
21535,236956,west 22 street,2018-08-11 00:00:00,2018-08-13 23:58:59,M
21536,236956,west 22 street,2018-08-11 00:00:00,2018-08-13 23:58:59,M
21537,236956,west 22 street,2018-08-11 00:00:00,2018-08-13 23:58:59,M
21538,17646,67 street,2018-12-22 00:00:00,2018-12-30 23:58:59,B
21539,175861,east 179 street,2018-12-10 10:58:35,2019-01-01 23:58:59,X
21540,47135,atlantic avenue,2018-09-25 16:29:30,2018-09-30 23:58:59,B
21541,47135,atlantic avenue,2018-09-25 16:29:30,2018-09-30 23:58:59,B
21542,47141,atlantic avenue,2018-09-25 16:29:31,2018-09-30 23:58:59,B
21543,47141,atlantic avenue,2018-09-25 16:29:31,2018-09-30 23:58:59,B
21544,47149,atlantic avenue,2018-09-25 16:29:33,2018-09-30 23:58:59,B
21545,47149,atlantic avenue,2018-09-25 16:29:34,2018-09-30 23:58:59,B
21546,47151,atlantic avenue,2018-09-25 16:29:33,2018-09-30 23:58:59,B
21547,47151,atlantic avenue,2018-09-25 16:29:34,2018-09-30 23:58:59,B
21548,47332,atlantic avenue,2018-09-25 16:30:26,2018-09-30 23:58:59,B
21549,47332,atlantic avenue,2018-09-25 16:30:27,2018-09-30 23:58:59,B
21550,47337,atlantic avenue,2018-09-25 16:30:27,2018-09-30 23:58:59,B
21551,47337,atlantic avenue,2018-09-25 16:30:28,2018-09-30 23:58:59,B
21552,160190,innis street,2018-09-22 00:00:00,2018-12-21 23:58:59,S
21553,160190,innis street,2018-09-22 00:00:00,2018-12-21 23:58:59,S
21554,47441,atlantic avenue,2018-09-25 16:30:54,2018-09-30 23:58:59,B
21555,47441,atlantic avenue,2018-09-25 16:30:54,2018-09-30 23:58:59,B
21556,2012,marcy avenue,2018-10-23 12:32:27,2019-01-01 23:58:59,S
21557,173126,west 140 street,2018-09-24 00:00:00,2018-10-25 23:58:59,M
21558,173126,west 140 street,2018-09-24 00:00:00,2018-10-25 23:58:59,M
21559,17345,78 street,2018-08-22 00:00:00,2018-08-23 23:58:59,B
21560,17345,78 street,2018-08-22 00:00:00,2018-08-23 23:58:59,B
21561,17345,78 street,2018-08-22 00:00:00,2018-08-23 23:58:59,B
21562,17345,78 street,2018-08-22 00:00:00,2018-08-23 23:58:59,B
21563,35054,2 street,2018-11-15 14:34:03,2019-02-11 23:58:59,Q
21564,40651,east 35 street,2018-11-14 00:00:00,2018-11-19 23:59:59,B
21565,40663,east 35 street,2018-11-14 00:00:00,2018-11-19 23:59:59,B
21566,161459,neptune avenue,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21567,9001896,west 61 street,2018-08-05 00:00:00,2018-08-06 23:58:59,M
21568,9001896,west 61 street,2018-08-05 00:00:00,2018-08-06 23:58:59,M
21569,9001897,west 61 street,2018-08-05 00:00:00,2018-08-06 23:58:59,M
21570,9001897,west 61 street,2018-08-05 00:00:00,2018-08-06 23:58:59,M
21571,9001900,west 61 street,2018-08-05 00:00:00,2018-08-06 23:58:59,M
21572,9001900,west 61 street,2018-08-05 00:00:00,2018-08-06 23:58:59,M
21573,9001902,west 61 street,2018-08-05 00:00:00,2018-08-06 23:58:59,M
21574,9001902,west 61 street,2018-08-05 00:00:00,2018-08-06 23:58:59,M
21575,40681,east 35 street,2018-11-14 00:00:00,2018-11-19 23:59:59,B
21576,166506,west 126 street,2018-09-07 12:00:35,2018-12-06 23:58:59,M
21577,279410,fdr drive sb entrance e 34 st,2018-08-20 08:22:36,2018-09-02 23:58:59,M
21578,31889,vandam street,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21579,31889,vandam street,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21580,40799,east 40 street,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21581,40818,east 40 street,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21582,40897,east 40 street,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21583,40898,east 41 street,2018-11-13 00:00:00,2018-11-16 23:59:59,B
21584,40960,avenue s,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21585,162352,park row,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21586,162352,park row,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21587,162359,beekman street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21588,162359,beekman street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21589,134195,fdr drive sb entrance e 34 st,2018-10-09 00:00:00,2018-10-13 23:58:59,M
21590,162359,beekman street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21591,162360,beekman street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21592,162360,beekman street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21593,40961,avenue s,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21594,162579,pierrepont street,2018-11-04 00:00:00,2018-11-12 23:58:59,B
21595,162579,pierrepont street,2018-11-04 00:00:00,2018-11-12 23:58:59,B
21596,162579,pierrepont street,2018-11-04 00:00:00,2018-11-12 23:58:59,B
21597,32114,wooster street,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21598,32114,wooster street,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21599,40963,avenue s,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21600,40966,avenue s,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21601,41085,avenue s,2018-11-07 00:00:00,2018-11-16 23:59:59,B
21602,32586,washington place,2018-09-15 00:00:00,2018-09-24 23:58:59,M
21603,32586,washington place,2018-09-15 00:00:00,2018-09-24 23:58:59,M
21604,32595,university place,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21605,32595,university place,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21606,32517,mulberry street,2018-09-25 00:00:00,2018-10-06 23:58:59,M
21607,167007,east 40 street,2018-12-06 00:00:00,2018-12-10 23:59:59,B
21608,32779,east 11 street,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21609,32779,east 11 street,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21610,33904,west 30 street,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21611,33904,west 30 street,2018-09-22 00:00:00,2018-09-24 23:58:59,M
21612,162960,fleet street,2018-10-31 11:47:49,2019-01-01 23:58:59,B
21613,172622,38 street,2018-11-01 00:00:00,2019-01-01 23:58:59,Q
21614,184230,rosedale avenue,2018-05-25 09:39:25,2018-08-22 23:59:59,X
21615,184230,rosedale avenue,2018-05-25 09:39:26,2018-08-22 23:59:59,X
21616,9809,clove road,2018-09-06 08:51:49,2018-10-31 23:59:59,S
21617,168508,linwood street,2018-12-08 00:00:00,2018-12-09 23:58:59,B
21618,163777,atlantic avenue,2018-11-09 00:00:00,2018-11-18 23:58:59,B
21619,163777,atlantic avenue,2018-11-09 00:00:00,2018-11-18 23:58:59,B
21620,163778,atlantic avenue,2018-11-09 00:00:00,2018-11-18 23:58:59,B
21621,41720,avenue d,2018-11-13 00:00:00,2018-11-19 23:59:59,B
21622,192338,woodside avenue,2018-09-10 00:00:00,2018-11-05 23:59:59,Q
21623,192338,woodside avenue,2018-09-10 00:00:00,2018-11-05 23:59:59,Q
21624,192340,woodside avenue,2018-09-10 00:00:00,2018-11-05 23:59:59,Q
21625,35855,east 52 street,2018-09-17 15:46:54,2018-09-24 23:58:59,M
21626,35855,east 52 street,2018-09-17 15:46:55,2018-09-24 23:58:59,M
21627,42722,foster avenue,2018-11-08 00:00:00,2018-11-16 23:59:59,B
21628,164335,norfolk street,2018-10-30 12:26:19,2018-11-12 23:58:59,M
21629,164337,norfolk street,2018-10-30 12:26:19,2018-11-12 23:58:59,M
21630,42865,foster avenue,2018-11-08 00:00:00,2018-11-16 23:59:59,B
21631,42869,foster avenue,2018-11-08 00:00:00,2018-11-16 23:59:59,B
21632,42871,foster avenue,2018-11-08 00:00:00,2018-11-16 23:59:59,B
21633,42893,foster avenue,2018-11-08 00:00:00,2018-11-16 23:59:59,B
21634,34200,west 47 street,2018-10-06 00:00:00,2018-10-08 23:58:59,M
21635,88618,kingsland avenue,2018-08-31 00:00:00,2018-11-29 23:58:59,X
21636,88620,woodhull avenue,2018-08-31 00:00:00,2018-11-29 23:58:59,X
21637,168508,linwood street,2018-12-08 00:00:00,2018-12-09 23:58:59,B
21638,168508,linwood street,2018-12-08 00:00:00,2018-12-09 23:58:59,B
21639,34871,north 3 street,2018-09-18 11:36:54,2018-10-06 23:58:59,B
21640,34871,north 3 street,2018-09-18 11:36:55,2018-10-06 23:58:59,B
21641,34871,north 3 street,2018-09-18 11:36:56,2018-10-06 23:58:59,B
21642,34871,north 3 street,2018-09-18 11:36:57,2018-10-06 23:58:59,B
21643,161456,west 31 street,2018-10-10 00:00:00,2018-10-12 23:59:59,B
21644,161457,west 31 street,2018-10-10 00:00:00,2018-10-12 23:59:59,B
21645,218031,avenue n,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21646,218032,avenue n,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21647,164384,east 17 street,2018-11-03 00:00:00,2018-11-12 23:58:59,M
21648,164389,east 20 street,2018-10-27 00:00:00,2018-11-12 23:58:59,M
21649,20591,56 street,2018-11-05 00:00:00,2018-11-09 23:59:59,B
21650,20691,56 street,2018-11-05 00:00:00,2018-11-09 23:59:59,B
21651,5647,western avenue,2018-07-24 15:59:08,2018-09-30 23:58:59,S
21652,21987,president street,2018-05-25 13:29:00,2018-08-23 23:58:59,B
21653,21987,president street,2018-05-25 13:29:02,2018-08-23 23:58:59,B
21654,5647,western avenue,2018-07-24 15:59:09,2018-09-30 23:58:59,S
21655,22534,union street,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21656,22640,union street,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21657,22652,union street,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21658,22655,union street,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21659,22659,union street,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21660,116941,160 street,2018-10-29 00:00:00,2018-12-14 23:59:59,Q
21661,162958,fleet street,2018-08-02 00:00:00,2018-10-31 23:58:59,B
21662,162959,fleet street,2018-08-02 00:00:00,2018-10-31 23:58:59,B
21663,196362,54 street,2018-10-08 15:09:01,2018-10-31 23:58:59,Q
21664,174996,reeder street,2018-11-28 00:00:00,2018-12-08 23:58:59,Q
21665,41846,cortelyou road,2018-09-26 00:00:00,2018-10-04 23:59:59,B
21666,38356,morningside avenue,2018-09-12 15:38:48,2018-10-12 23:59:59,M
21667,38367,morningside avenue,2018-09-12 15:38:51,2018-10-12 23:59:59,M
21668,38445,12 avenue,2018-09-12 15:46:27,2018-10-12 23:59:59,M
21669,38462,west 112 street,2018-09-12 16:04:43,2018-10-12 23:59:59,M
21670,230715,avenue s,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21671,230716,avenue s,2018-08-15 00:00:00,2018-08-22 23:59:59,B
21672,164645,west 36 street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21673,164669,west 36 street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21674,164669,west 36 street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21675,166506,west 126 street,2018-09-12 16:21:02,2018-10-12 23:59:59,M
21676,166569,west 130 street,2018-09-12 16:12:41,2018-10-12 23:59:59,M
21677,166581,west 135 street,2018-09-12 15:43:50,2018-10-12 23:59:59,M
21678,164669,west 36 street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21679,164670,west 36 street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21680,164670,west 36 street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21681,164670,west 36 street,2018-11-10 00:00:00,2018-11-12 23:58:59,M
21682,164730,west 49 street,2018-11-03 00:00:00,2018-11-12 23:58:59,M
21683,164730,west 49 street,2018-11-03 00:00:00,2018-11-12 23:58:59,M
21684,173027,east 126 street,2018-09-12 16:21:00,2018-10-12 23:59:59,M
21685,173049,west 135 street,2018-09-12 15:43:48,2018-10-12 23:59:59,M
21686,173105,east 135 street,2018-09-12 15:43:35,2018-10-12 23:59:59,M
21687,164730,west 49 street,2018-11-03 00:00:00,2018-11-12 23:58:59,M
21688,164731,west 49 street,2018-11-03 00:00:00,2018-11-12 23:58:59,M
21689,110868,beaver street,2018-08-04 00:00:00,2018-08-13 23:58:59,M
21690,28366,east 21 street,2018-07-18 15:49:21,2018-08-12 23:58:59,B
21691,28366,east 21 street,2018-07-18 15:49:22,2018-08-12 23:58:59,B
21692,129974,east 164 street,2018-08-30 10:12:55,2018-11-27 23:59:59,X
21693,18309,west 35 street,2018-11-04 00:00:00,2019-01-01 23:58:59,B
21694,23657,state street,2018-06-13 11:40:55,2018-09-04 23:58:59,B
21695,17458,68 street,2018-10-08 00:00:00,2018-10-16 23:59:59,B
21696,254594,46 avenue,2018-12-22 00:00:00,2019-01-01 23:58:59,Q
21697,4630,south avenue,2018-08-22 12:47:32,2018-09-28 23:59:59,S
21698,9005294,jefferson street,2018-11-30 08:13:18,2018-12-31 23:59:59,S
21699,23338,dutch street,2018-06-25 00:00:00,2018-09-13 23:58:59,M
21700,23338,dutch street,2018-06-25 00:00:00,2018-09-13 23:58:59,M
21701,23338,dutch street,2018-06-25 00:00:00,2018-09-13 23:58:59,M
21702,23338,dutch street,2018-06-25 00:00:00,2018-09-13 23:58:59,M
21703,28336,duryea place,2018-08-17 00:00:00,2018-08-21 23:59:59,B
21704,17441,narrows avenue,2018-09-26 00:00:00,2018-10-24 23:59:59,B
21705,130595,87 street,2018-09-03 00:00:00,2018-12-02 23:58:59,Q
21706,130596,87 street,2018-09-03 00:00:00,2018-12-02 23:58:59,Q
21707,130649,89 street,2018-09-03 00:00:00,2018-12-02 23:58:59,Q
21708,289317,corson avenue,2018-06-11 00:00:00,2018-09-09 23:58:59,S
21709,13199,forest avenue,2018-09-10 00:00:00,2018-11-15 23:58:59,S
21710,81631,50 avenue,2018-08-20 14:38:51,2018-09-21 23:59:59,Q
21711,17462,68 street,2018-10-08 00:00:00,2018-10-16 23:59:59,B
21712,137584,harlem river drv nb en e 126 st,2018-10-30 15:34:26,2018-12-31 23:59:59,M
21713,165409,east 57 street,2018-10-30 16:06:13,2018-12-31 23:59:59,M
21714,4630,south avenue,2018-08-22 12:47:33,2018-09-28 23:59:59,S
21715,165296,23 street,2018-11-03 00:00:00,2018-11-12 23:58:59,Q
21716,113027,northern boulevard,2018-08-03 10:57:43,2018-08-07 23:58:59,Q
21717,113027,northern boulevard,2018-08-03 10:57:46,2018-08-07 23:58:59,Q
21718,113027,northern boulevard,2018-08-03 10:57:47,2018-08-07 23:58:59,Q
21719,113027,northern boulevard,2018-08-03 10:57:48,2018-08-07 23:58:59,Q
21720,113027,northern boulevard,2018-08-03 10:57:49,2018-08-07 23:58:59,Q
21721,113027,northern boulevard,2018-08-03 10:57:50,2018-08-07 23:58:59,Q
21722,165297,23 street,2018-11-03 00:00:00,2018-11-12 23:58:59,Q
21723,4734,glen street,2018-08-30 09:22:58,2018-09-28 23:59:59,S
21724,47362,van sinderen avenue,2018-09-26 00:00:00,2018-10-04 23:58:59,B
21725,13199,forest avenue,2018-10-05 07:19:08,2018-10-31 23:59:59,S
21726,13201,forest avenue,2018-10-05 07:19:05,2018-10-31 23:59:59,S
21727,13199,forest avenue,2018-10-18 09:06:02,2018-11-30 23:59:59,S
21728,138069,queens plaza north,2018-08-03 00:00:00,2018-08-07 23:58:59,Q
21729,138069,queens plaza north,2018-08-03 00:00:00,2018-08-07 23:58:59,Q
21730,13483,forest avenue,2018-10-05 07:18:55,2018-10-31 23:59:59,S
21731,13483,forest avenue,2018-10-05 07:18:55,2018-10-31 23:59:59,S
21732,13486,forest avenue,2018-10-05 07:18:58,2018-10-31 23:59:59,S
21733,6587,kennington street,2018-09-25 00:00:00,2018-10-25 23:59:59,S
21734,6609,kennington street,2018-09-25 00:00:00,2018-10-25 23:59:59,S
21735,13486,forest avenue,2018-10-05 07:18:59,2018-10-31 23:59:59,S
21736,13491,forest avenue,2018-10-05 07:18:56,2018-10-31 23:59:59,S
21737,46271,foster avenue,2018-11-08 00:00:00,2018-11-16 23:59:59,B
21738,46274,foster avenue,2018-11-08 00:00:00,2018-11-16 23:59:59,B
21739,46279,foster avenue,2018-11-08 00:00:00,2018-11-16 23:59:59,B
21740,159694,south avenue,2018-10-11 09:20:38,2018-10-31 23:59:59,S
21741,159694,south avenue,2018-10-11 09:20:39,2018-10-31 23:59:59,S
21742,159783,south avenue,2018-10-11 09:20:32,2018-10-31 23:59:59,S
21743,159783,south avenue,2018-10-11 09:20:33,2018-10-31 23:59:59,S
21744,23158,exchange place,2018-10-17 10:48:20,2018-10-20 23:58:59,M
21745,159838,south avenue,2018-10-11 09:20:28,2018-10-31 23:59:59,S
21746,159855,south avenue,2018-10-11 09:20:28,2018-10-31 23:59:59,S
21747,159857,south avenue,2018-10-11 09:20:28,2018-10-31 23:59:59,S
21748,18284,west 37 street,2018-10-09 00:00:00,2018-10-12 23:59:59,B
21749,18286,west 37 street,2018-10-09 00:00:00,2018-10-12 23:59:59,B
21750,23188,liberty street,2018-12-04 00:00:00,2019-01-01 23:58:59,M
21751,237347,east 8 street,2018-11-29 00:00:00,2018-12-05 23:59:59,B
21752,24571,fulton street,2018-10-20 00:00:00,2018-10-29 23:58:59,B
21753,24571,fulton street,2018-10-20 00:00:00,2018-10-29 23:58:59,B
21754,24571,fulton street,2018-10-20 00:00:00,2018-10-29 23:58:59,B
21755,182274,243 street,2018-12-27 11:20:55,2019-03-26 23:58:59,Q
21756,186509,west 253 street,2018-08-06 00:00:00,2018-11-04 23:58:59,X
21757,182275,243 street,2018-12-27 11:20:55,2019-03-26 23:58:59,Q
21758,166136,east 108 street,2018-09-21 16:44:12,2018-11-21 23:58:59,M
21759,18601,bay view avenue,2018-10-09 00:00:00,2018-10-12 23:59:59,B
21760,18605,bay view avenue,2018-10-09 00:00:00,2018-10-12 23:59:59,B
21761,160837,north ramp viaduct,2018-11-13 00:00:00,2019-01-01 23:58:59,S
21762,160837,north ramp viaduct,2018-11-13 00:00:00,2019-01-01 23:58:59,S
21763,160837,north ramp viaduct,2018-11-13 00:00:00,2019-01-01 23:58:59,S
21764,23338,dutch street,2018-11-15 00:00:00,2019-01-01 23:58:59,M
21765,237348,east 8 street,2018-11-29 00:00:00,2018-12-05 23:59:59,B
21766,69926,east 140 street,2018-09-29 00:00:00,2018-10-01 23:58:59,X
21767,69926,east 140 street,2018-09-29 00:00:00,2018-10-01 23:58:59,X
21768,18564,19 avenue,2018-10-11 00:00:00,2018-10-19 23:59:59,B
21769,18636,19 avenue,2018-10-11 00:00:00,2018-10-19 23:59:59,B
21770,9003961,west 140 street,2018-08-23 08:22:42,2018-09-07 23:58:59,M
21771,9003961,west 140 street,2018-08-23 08:22:43,2018-09-07 23:58:59,M
21772,9003961,west 140 street,2018-08-23 08:22:44,2018-09-07 23:58:59,M
21773,9003962,west 140 street,2018-08-23 08:22:42,2018-09-07 23:58:59,M
21774,9003962,west 140 street,2018-08-23 08:22:43,2018-09-07 23:58:59,M
21775,9003962,west 140 street,2018-08-23 08:22:44,2018-09-07 23:58:59,M
21776,9003963,west 140 street,2018-08-23 08:22:42,2018-09-07 23:58:59,M
21777,9003963,west 140 street,2018-08-23 08:22:43,2018-09-07 23:58:59,M
21778,9003963,west 140 street,2018-08-23 08:22:44,2018-09-07 23:58:59,M
21779,9003965,west 140 street,2018-08-23 08:22:42,2018-09-07 23:58:59,M
21780,9003965,west 140 street,2018-08-23 08:22:43,2018-09-07 23:58:59,M
21781,9003965,west 140 street,2018-08-23 08:22:44,2018-09-07 23:58:59,M
21782,9003966,west 140 street,2018-08-23 08:22:42,2018-09-07 23:58:59,M
21783,16300,ft hill circle,2018-07-11 12:09:50,2018-08-06 23:59:59,S
21784,16308,ft hill circle,2018-07-11 12:09:49,2018-08-06 23:59:59,S
21785,250461,redmond avenue,2018-09-23 00:00:00,2018-10-23 23:58:59,S
